frame_no,ts,src_ip,dst_ip,src_mac,dst_mac,protocol,transport,src_port,dst_port,length,tcp_syn,tcp_ack,tcp_fin,tcp_rst,dns_qry_name,dns_qry_type,dns_response,dns_rcode,http_method,http_host,http_uri,arp_src_ip,arp_src_mac,arp_opcode,info
4107,1700000406.45,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,55712,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4108,1700000406.5,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,12913,22,74,1,0,0,0,,,,,,,,,,,SYN
4109,1700000406.6073105,93.184.16.93,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,49169,1273,0,1,0,0,,,,,,,,,,,Application Data
4110,1700000406.712385,10.0.0.106,93.184.16.93,02:73:3a:17:8d:e3,00:11:22:33:44:01,TLS,TCP,49169,443,325,0,1,0,0,,,,,,,,,,,Application Data
4111,1700000406.7337062,93.184.16.93,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,49169,434,0,1,0,0,,,,,,,,,,,Application Data
4112,1700000406.8,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,12913,22,102,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4113,1700000406.8564365,10.0.0.106,10.0.0.1,02:73:3a:17:8d:e3,00:11:22:33:44:01,DNS,UDP,58714,53,70,,,,,cloudflare.com,1,0,,,,,,,,Standard query A cloudflare.com
4114,1700000406.8764365,10.0.0.1,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,DNS,UDP,53,58714,129,,,,,cloudflare.com,1,1,0,,,,,,,Standard query response A cloudflare.com
4115,1700000406.9064364,10.0.0.106,93.184.252.215,02:73:3a:17:8d:e3,00:11:22:33:44:01,TCP,TCP,58714,443,74,1,0,0,0,,,,,,,,,,,SYN
4116,1700000406.9364364,93.184.252.215,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TCP,TCP,443,58714,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
4117,1700000406.95,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,12913,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4118,1700000407.0,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,14258,22,74,1,0,0,0,,,,,,,,,,,SYN
4119,1700000407.3,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,14258,22,102,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4120,1700000407.45,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,14258,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4121,1700000407.5,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,58824,22,74,1,0,0,0,,,,,,,,,,,SYN
4122,1700000407.5012972,93.184.16.93,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,49169,1196,0,1,0,0,,,,,,,,,,,Application Data
4123,1700000407.8,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,58824,22,115,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4124,1700000407.8487434,10.0.0.106,93.184.16.93,02:73:3a:17:8d:e3,00:11:22:33:44:01,TLS,TCP,49169,443,756,0,1,0,0,,,,,,,,,,,Application Data
4125,1700000407.95,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,58824,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4126,1700000408.0,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,54766,22,74,1,0,0,0,,,,,,,,,,,SYN
4127,1700000408.165857,93.184.252.215,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,58714,639,0,1,0,0,,,,,,,,,,,Application Data
4128,1700000408.3,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,54766,22,89,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4129,1700000408.45,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,54766,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4130,1700000408.5,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,13329,22,74,1,0,0,0,,,,,,,,,,,SYN
4131,1700000408.8,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,13329,22,86,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4132,1700000408.9364235,93.184.252.215,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,58714,1390,0,1,0,0,,,,,,,,,,,Application Data
4133,1700000408.95,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,13329,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4134,1700000409.0,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,9224,22,74,1,0,0,0,,,,,,,,,,,SYN
4135,1700000409.115784,93.184.252.215,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,58714,907,0,1,0,0,,,,,,,,,,,Application Data
4136,1700000409.185468,10.0.0.108,185.220.101.47,02:21:25:bf:a4:35,00:11:22:33:44:01,TLS,TCP,53986,443,221,0,1,0,0,,,,,,,,,,,Application Data (beacon check-in)
4137,1700000409.2052922,93.184.252.215,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,58714,533,0,1,0,0,,,,,,,,,,,Application Data
4138,1700000409.2854679,185.220.101.47,10.0.0.108,00:11:22:33:44:01,02:21:25:bf:a4:35,TLS,TCP,443,53986,122,0,1,0,0,,,,,,,,,,,Application Data
4139,1700000409.3,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,9224,22,104,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4140,1700000409.45,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,9224,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4141,1700000409.5,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,43500,22,74,1,0,0,0,,,,,,,,,,,SYN
4142,1700000409.7990432,10.0.0.106,93.184.252.215,02:73:3a:17:8d:e3,00:11:22:33:44:01,TLS,TCP,58714,443,1057,0,1,0,0,,,,,,,,,,,Application Data
4143,1700000409.8,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,43500,22,115,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4144,1700000409.95,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,43500,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4145,1700000410.0,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,6851,22,74,1,0,0,0,,,,,,,,,,,SYN
4146,1700000410.3,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,6851,22,90,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4147,1700000410.45,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,6851,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4148,1700000410.5,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,47984,22,74,1,0,0,0,,,,,,,,,,,SYN
4149,1700000410.5834918,10.0.0.106,10.0.0.1,02:73:3a:17:8d:e3,00:11:22:33:44:01,DNS,UDP,51660,53,83,,,,,microsoft.com,1,0,,,,,,,,Standard query A microsoft.com
4150,1700000410.6034918,10.0.0.1,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,DNS,UDP,53,51660,103,,,,,microsoft.com,1,1,0,,,,,,,Standard query response A microsoft.com
4151,1700000410.6334918,10.0.0.106,93.184.15.21,02:73:3a:17:8d:e3,00:11:22:33:44:01,TCP,TCP,51660,443,74,1,0,0,0,,,,,,,,,,,SYN
4152,1700000410.6634917,93.184.15.21,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TCP,TCP,443,51660,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
4153,1700000410.8,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,47984,22,107,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4154,1700000410.95,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,47984,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4155,1700000411.0,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,28597,22,74,1,0,0,0,,,,,,,,,,,SYN
4156,1700000411.3,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,28597,22,86,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4157,1700000411.45,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,28597,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4158,1700000411.5,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,32260,22,74,1,0,0,0,,,,,,,,,,,SYN
4159,1700000411.8,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,32260,22,86,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4160,1700000411.95,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,32260,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4161,1700000412.0,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,35571,22,74,1,0,0,0,,,,,,,,,,,SYN
4162,1700000412.3,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,35571,22,116,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4163,1700000412.45,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,35571,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4164,1700000412.5,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,13648,22,74,1,0,0,0,,,,,,,,,,,SYN
4165,1700000412.8,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,13648,22,84,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4166,1700000412.874289,93.184.15.21,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,51660,692,0,1,0,0,,,,,,,,,,,Application Data
4167,1700000412.886077,10.0.0.106,93.184.15.21,02:73:3a:17:8d:e3,00:11:22:33:44:01,TLS,TCP,51660,443,1004,0,1,0,0,,,,,,,,,,,Application Data
4168,1700000412.95,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,13648,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4169,1700000412.9586086,93.184.15.21,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,51660,1349,0,1,0,0,,,,,,,,,,,Application Data
4170,1700000413.0,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,48609,22,74,1,0,0,0,,,,,,,,,,,SYN
4171,1700000413.2400293,93.184.15.21,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,51660,1390,0,1,0,0,,,,,,,,,,,Application Data
4172,1700000413.3,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,48609,22,80,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4173,1700000413.3382049,10.0.0.101,10.0.0.1,02:db:16:b2:33:18,00:11:22:33:44:01,DNS,UDP,56144,53,74,,,,,apple.com,1,0,,,,,,,,Standard query A apple.com
4174,1700000413.3408716,10.0.0.102,10.0.0.1,02:86:f9:bc:c2:b7,00:11:22:33:44:01,DNS,UDP,53985,53,89,,,,,apple.com,1,0,,,,,,,,Standard query A apple.com
4175,1700000413.3582048,10.0.0.1,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,DNS,UDP,53,56144,126,,,,,apple.com,1,1,0,,,,,,,Standard query response A apple.com
4176,1700000413.3608716,10.0.0.1,10.0.0.102,00:11:22:33:44:01,02:86:f9:bc:c2:b7,DNS,UDP,53,53985,112,,,,,apple.com,1,1,0,,,,,,,Standard query response A apple.com
4177,1700000413.3882048,10.0.0.101,93.184.241.32,02:db:16:b2:33:18,00:11:22:33:44:01,TCP,TCP,56144,443,74,1,0,0,0,,,,,,,,,,,SYN
4178,1700000413.3908715,10.0.0.102,93.184.232.29,02:86:f9:bc:c2:b7,00:11:22:33:44:01,TCP,TCP,53985,443,74,1,0,0,0,,,,,,,,,,,SYN
4179,1700000413.4182048,93.184.241.32,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TCP,TCP,443,56144,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
4180,1700000413.4208715,93.184.232.29,10.0.0.102,00:11:22:33:44:01,02:86:f9:bc:c2:b7,TCP,TCP,443,53985,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
4181,1700000413.45,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,48609,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4182,1700000413.5,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,64464,22,74,1,0,0,0,,,,,,,,,,,SYN
4183,1700000413.663083,93.184.232.29,10.0.0.102,00:11:22:33:44:01,02:86:f9:bc:c2:b7,TLS,TCP,443,53985,1101,0,1,0,0,,,,,,,,,,,Application Data
4184,1700000413.8,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,64464,22,110,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4185,1700000413.95,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,64464,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4186,1700000413.9572766,10.0.0.101,93.184.241.32,02:db:16:b2:33:18,00:11:22:33:44:01,TLS,TCP,56144,443,759,0,1,0,0,,,,,,,,,,,Application Data
4187,1700000414.0,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,27046,22,74,1,0,0,0,,,,,,,,,,,SYN
4188,1700000414.3,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,27046,22,94,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4189,1700000414.45,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,27046,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4190,1700000414.5,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,25980,22,74,1,0,0,0,,,,,,,,,,,SYN
4191,1700000414.567821,93.184.241.32,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TLS,TCP,443,56144,268,0,1,0,0,,,,,,,,,,,Application Data
4192,1700000414.8,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,25980,22,95,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4193,1700000414.95,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,25980,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4194,1700000415.0,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,55184,22,74,1,0,0,0,,,,,,,,,,,SYN
4195,1700000415.3,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,55184,22,111,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4196,1700000415.3064575,93.184.232.29,10.0.0.102,00:11:22:33:44:01,02:86:f9:bc:c2:b7,TLS,TCP,443,53985,547,0,1,0,0,,,,,,,,,,,Application Data
4197,1700000415.3115106,93.184.232.29,10.0.0.102,00:11:22:33:44:01,02:86:f9:bc:c2:b7,TLS,TCP,443,53985,1309,0,1,0,0,,,,,,,,,,,Application Data
4198,1700000415.45,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,55184,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4199,1700000415.4651225,93.184.232.29,10.0.0.102,00:11:22:33:44:01,02:86:f9:bc:c2:b7,TLS,TCP,443,53985,362,0,1,0,0,,,,,,,,,,,Application Data
4200,1700000415.5,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,14221,22,74,1,0,0,0,,,,,,,,,,,SYN
4201,1700000415.6023114,10.0.0.101,93.184.241.32,02:db:16:b2:33:18,00:11:22:33:44:01,TLS,TCP,56144,443,317,0,1,0,0,,,,,,,,,,,Application Data
4202,1700000415.6434462,93.184.241.32,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TLS,TCP,443,56144,280,0,1,0,0,,,,,,,,,,,Application Data
4203,1700000415.8,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,14221,22,87,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4204,1700000415.8572562,10.0.0.108,10.0.0.1,02:2a:c2:b3:5a:11,00:11:22:33:44:01,DNS,UDP,62166,53,80,,,,,cloudflare.com,1,0,,,,,,,,Standard query A cloudflare.com
4205,1700000415.8772562,10.0.0.1,10.0.0.108,00:11:22:33:44:01,02:2a:c2:b3:5a:11,DNS,UDP,53,62166,94,,,,,cloudflare.com,1,1,0,,,,,,,Standard query response A cloudflare.com
4206,1700000415.9072561,10.0.0.108,93.184.15.44,02:2a:c2:b3:5a:11,00:11:22:33:44:01,TCP,TCP,62166,443,74,1,0,0,0,,,,,,,,,,,SYN
4207,1700000415.9192288,10.0.0.101,93.184.241.32,02:db:16:b2:33:18,00:11:22:33:44:01,TLS,TCP,56144,443,1395,0,1,0,0,,,,,,,,,,,Application Data
4208,1700000415.937256,93.184.15.44,10.0.0.108,00:11:22:33:44:01,02:2a:c2:b3:5a:11,TCP,TCP,443,62166,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
4209,1700000415.95,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,14221,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4210,1700000415.9673796,93.184.241.32,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TLS,TCP,443,56144,875,0,1,0,0,,,,,,,,,,,Application Data
4211,1700000416.0,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,35895,22,74,1,0,0,0,,,,,,,,,,,SYN
4212,1700000416.0069954,10.0.0.108,93.184.15.44,02:2a:c2:b3:5a:11,00:11:22:33:44:01,TLS,TCP,62166,443,864,0,1,0,0,,,,,,,,,,,Application Data
4213,1700000416.3,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,35895,22,106,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4214,1700000416.337986,93.184.15.44,10.0.0.108,00:11:22:33:44:01,02:2a:c2:b3:5a:11,TLS,TCP,443,62166,1391,0,1,0,0,,,,,,,,,,,Application Data
4215,1700000416.45,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,35895,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4216,1700000416.5,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,47934,22,74,1,0,0,0,,,,,,,,,,,SYN
4217,1700000416.7182496,93.184.15.44,10.0.0.108,00:11:22:33:44:01,02:2a:c2:b3:5a:11,TLS,TCP,443,62166,477,0,1,0,0,,,,,,,,,,,Application Data
4218,1700000416.7768176,93.184.15.44,10.0.0.108,00:11:22:33:44:01,02:2a:c2:b3:5a:11,TLS,TCP,443,62166,843,0,1,0,0,,,,,,,,,,,Application Data
4219,1700000416.8,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,47934,22,92,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4220,1700000416.95,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,47934,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4221,1700000417.0,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,32147,22,74,1,0,0,0,,,,,,,,,,,SYN
4222,1700000417.3,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,32147,22,84,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4223,1700000417.45,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,32147,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4224,1700000417.5,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,30424,22,74,1,0,0,0,,,,,,,,,,,SYN
4225,1700000417.740959,10.0.0.108,93.184.15.44,02:2a:c2:b3:5a:11,00:11:22:33:44:01,TLS,TCP,62166,443,358,0,1,0,0,,,,,,,,,,,Application Data
4226,1700000417.7443974,10.0.0.108,93.184.15.44,02:2a:c2:b3:5a:11,00:11:22:33:44:01,TLS,TCP,62166,443,387,0,1,0,0,,,,,,,,,,,Application Data
4227,1700000417.8,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,30424,22,107,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4228,1700000417.95,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,30424,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4229,1700000418.0,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,20662,22,74,1,0,0,0,,,,,,,,,,,SYN
4230,1700000418.3,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,20662,22,92,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4231,1700000418.45,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,20662,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4232,1700000418.4659915,93.184.15.44,10.0.0.108,00:11:22:33:44:01,02:2a:c2:b3:5a:11,TLS,TCP,443,62166,553,0,1,0,0,,,,,,,,,,,Application Data
4233,1700000418.5,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,30846,22,74,1,0,0,0,,,,,,,,,,,SYN
4234,1700000418.598397,93.184.15.44,10.0.0.108,00:11:22:33:44:01,02:2a:c2:b3:5a:11,TLS,TCP,443,62166,698,0,1,0,0,,,,,,,,,,,Application Data
4235,1700000418.8,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,30846,22,114,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4236,1700000418.95,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,30846,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4237,1700000419.0,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,39995,22,74,1,0,0,0,,,,,,,,,,,SYN
4238,1700000419.3,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,39995,22,116,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4239,1700000419.45,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,39995,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4240,1700000419.5,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,5002,22,74,1,0,0,0,,,,,,,,,,,SYN
4241,1700000419.8,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,5002,22,113,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4242,1700000419.95,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,5002,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4243,1700000420.0,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,3847,22,74,1,0,0,0,,,,,,,,,,,SYN
4244,1700000420.3,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,3847,22,92,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4245,1700000420.45,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,3847,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4246,1700000420.5,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,28542,22,74,1,0,0,0,,,,,,,,,,,SYN
4247,1700000420.8,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,28542,22,89,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4248,1700000420.95,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,28542,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4249,1700000421.0,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,64844,22,74,1,0,0,0,,,,,,,,,,,SYN
